Latitude;Longitude;Name;UTC Date;UTC Time;Speed;Course;Sats;HDOP;CellID;LAC;Name2;TA;PL;M;IntPwr;ACC;Temp;Charging;RSSI;Mode;CAP
"53,012498N";"4,011834E";"1956";"01-01-2026";"13:07:00";"345";"27";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,013100N";"4,011629E";"1956";"01-01-2026";"13:07:02";"347";"28";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,013726N";"4,011259E";"1956";"01-01-2026";"13:07:04";"349";"28";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,014394N";"4,010761E";"1956";"01-01-2026";"13:07:06";"352";"28";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,015121N";"4,010177E";"1956";"01-01-2026";"13:07:08";"355";"27";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,015920N";"4,009553E";"1956";"01-01-2026";"13:07:10";"358";"26";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,016798N";"4,008939E";"1956";"01-01-2026";"13:07:12";"2";"25";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,017760N";"4,008382E";"1956";"01-01-2026";"13:07:14";"6";"24";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,018806N";"4,007929E";"1956";"01-01-2026";"13:07:16";"11";"23";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,019930N";"4,007620E";"1956";"01-01-2026";"13:07:18";"17";"21";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,021123N";"4,007492E";"1956";"01-01-2026";"13:07:20";"23";"20";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,022371N";"4,007574E";"1956";"01-01-2026";"13:07:22";"31";"19";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,023659N";"4,007885E";"1956";"01-01-2026";"13:07:24";"39";"17";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,024968N";"4,008437E";"1956";"01-01-2026";"13:07:26";"48";"17";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,026280N";"4,009231E";"1956";"01-01-2026";"13:07:28";"58";"16";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,027576N";"4,010260E";"1956";"01-01-2026";"13:07:30";"67";"16";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,028837N";"4,011509E";"1956";"01-01-2026";"13:07:32";"76";"16";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,030050N";"4,012954E";"1956";"01-01-2026";"13:07:34";"84";"16";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,031202N";"4,014566E";"1956";"01-01-2026";"13:07:36";"90";"16";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,032284N";"4,016312E";"1956";"01-01-2026";"13:07:38";"96";"17";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,033292N";"4,018154E";"1956";"01-01-2026";"13:07:40";"99";"17";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,034228N";"4,020054E";"1956";"01-01-2026";"13:07:42";"102";"17";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,035098N";"4,021976E";"1956";"01-01-2026";"13:07:44";"103";"17";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,035911N";"4,023884E";"1956";"01-01-2026";"13:07:46";"102";"16";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,036681N";"4,025747E";"1956";"01-01-2026";"13:07:48";"100";"16";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,037426N";"4,027540E";"1956";"01-01-2026";"13:07:50";"96";"15";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,038167N";"4,029244E";"1956";"01-01-2026";"13:07:52";"89";"14";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,038923N";"4,030846E";"1956";"01-01-2026";"13:07:54";"81";"14";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,039716N";"4,032342E";"1956";"01-01-2026";"13:07:56";"71";"14";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,040568N";"4,033734E";"1956";"01-01-2026";"13:07:58";"60";"14";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,041495N";"4,035030E";"1956";"01-01-2026";"13:08:00";"50";"16";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,042512N";"4,036246E";"1956";"01-01-2026";"13:08:02";"41";"17";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,043629N";"4,037401E";"1956";"01-01-2026";"13:08:04";"35";"20";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,044853N";"4,038520E";"1956";"01-01-2026";"13:08:06";"30";"22";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,046180N";"4,039627E";"1956";"01-01-2026";"13:08:08";"26";"25";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,047606N";"4,040748E";"1956";"01-01-2026";"13:08:10";"24";"27";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,049117N";"4,041909E";"1956";"01-01-2026";"13:08:12";"22";"30";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,050694N";"4,043132E";"1956";"01-01-2026";"13:08:14";"21";"32";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,052313N";"4,044435E";"1956";"01-01-2026";"13:08:16";"21";"34";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,053947N";"4,045834E";"1956";"01-01-2026";"13:08:18";"21";"35";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,055564N";"4,047335E";"1956";"01-01-2026";"13:08:20";"21";"36";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,057129N";"4,048941E";"1956";"01-01-2026";"13:08:22";"21";"36";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,058609N";"4,050648E";"1956";"01-01-2026";"13:08:24";"22";"36";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,059971N";"4,052445E";"1956";"01-01-2026";"13:08:26";"23";"36";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,061181N";"4,054316E";"1956";"01-01-2026";"13:08:28";"24";"35";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,062214N";"4,056240E";"1956";"01-01-2026";"13:08:30";"26";"33";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,063045N";"4,058193E";"1956";"01-01-2026";"13:08:32";"28";"31";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,063658N";"4,060147E";"1956";"01-01-2026";"13:08:34";"30";"29";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,064042N";"4,062077E";"1956";"01-01-2026";"13:08:36";"33";"27";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
"53,064195N";"4,063954E";"1956";"01-01-2026";"13:08:38";"33";"27";"42";"0,8";"56F837P";"2FFF";"845636";"0";"4";"0";"5847";"2868";"45";"0";"-29";;
